contract_id,bank,ano_mes,product_id,location_id,units,financed_amount,outstanding_balance,dpd,delinquent_amount_30p,risk_score
C202506-BA-002509,Banco Shield,202506,1007.0,503,1,8024.76,5227.41,0,0.0,0.0671
C202506-BA-002510,Banco Shield,202506,1013.0,510,1,18636.12,11271.73,0,0.0,0.1243
C202506-BA-002511,Banco Shield,202506,1004.0,513,1,0.0,0.0,5,0.0,0.0832
C202506-BA-002512,Banco Shield,202506,1002.0,515,1,1042.61,689.89,0,0.0,0.0852
C202506-BA-002513,Banco Shield,202506,1002.0,511,1,707.85,636.79,0,0.0,0.0867
C202506-BA-002514,Banco Shield,202506,1010.0,502,1,26169.69,21770.12,0,0.0,0.0952
C202506-BA-002515,Banco Shield,202506,1014.0,511,1,42492.97,30307.85,0,0.0,0.0501
C202506-BA-002516,Banco Shield,202506,1019.0,514,1,7553.98,5061.03,0,0.0,0.1549
C202506-BA-002517,Banco Shield,202506,1007.0,511,1,19719.36,15220.77,0,0.0,0.0855
C202506-BA-002518,Banco Shield,202506,1004.0,515,1,0.0,0.0,0,0.0,0.0813
C202506-BA-002519,Banco Shield,202506,1008.0,501,1,15528.63,12510.75,0,0.0,0.0899
C202506-BA-002520,Banco Shield,202506,1006.0,508,1,5195.83,5272.65,0,0.0,0.0403
C202506-BA-002521,Banco Shield,202506,1007.0,506,1,1155.35,904.05,0,0.0,0.1067
C202506-BA-002522,Banco Shield,202506,1002.0,514,1,821.39,534.31,5,0.0,0.1111
C202506-BA-002523,Banco Shield,202506,1018.0,504,1,3078.63,2183.28,0,0.0,0.1166
C202506-BA-002524,Banco Shield,202506,1012.0,506,1,0.0,0.0,0,0.0,0.1569
C202506-BA-002525,Banco Shield,202506,1005.0,504,1,37707.75,27925.56,0,0.0,0.1371
C202506-BA-002526,Banco Shield,202506,1006.0,502,1,3437.63,2134.92,0,0.0,0.1055
C202506-BA-002527,Banco Shield,202506,1002.0,504,1,994.42,800.82,0,0.0,0.061
C202506-BA-002528,Banco Shield,202506,1003.0,515,1,12448.1,12765.41,5,0.0,0.082
C202506-BA-002529,Banco Shield,202506,1015.0,509,1,7377.13,5975.3,0,0.0,0.1364
C202506-BA-002530,Banco Shield,202506,1007.0,512,1,2445.36,2127.47,0,0.0,0.0926
C202506-BA-002531,Banco Shield,202506,1005.0,506,1,5233.58,4154.16,0,0.0,0.1153
C202506-BA-002532,Banco Shield,202506,1007.0,507,1,10141.24,10027.9,0,0.0,0.1608
C202506-BA-002533,Banco Shield,202506,1020.0,510,1,43776.27,34874.84,0,0.0,0.1086
C202506-BA-002534,Banco Shield,202506,1013.0,503,1,29336.47,22863.48,0,0.0,0.01
C202506-BA-002535,Banco Shield,202506,1008.0,508,1,14587.43,15077.53,0,0.0,0.1032
C202506-BA-002536,Banco Shield,202506,1001.0,502,1,0.0,0.0,0,0.0,0.0759
C202506-BA-002537,Banco Shield,202506,1003.0,514,1,16798.29,12548.75,0,0.0,0.0563
C202506-BA-002538,Banco Shield,202506,1002.0,507,1,726.21,713.6,0,0.0,0.1194
C202506-BA-002539,Banco Shield,202506,1002.0,507,1,1275.59,1093.85,0,0.0,0.1255
C202506-BA-002540,Banco Shield,202506,1014.0,503,1,61248.21,53601.0,0,0.0,0.1191
C202506-BA-002541,Banco Shield,202506,1012.0,501,1,0.0,0.0,0,0.0,0.1981
C202506-BA-002542,Banco Shield,202506,1003.0,505,1,13657.32,11182.53,0,0.0,0.0914
C202506-BA-002543,Banco Shield,202506,1011.0,514,1,44819.66,36804.35,0,0.0,0.0634
C202506-BA-002544,Banco Shield,202506,1005.0,508,1,39412.43,30011.5,0,0.0,0.0395
C202506-BA-002545,Banco Shield,202506,1005.0,514,1,34968.06,31373.03,0,0.0,0.0844
C202506-BA-002546,Banco Shield,202506,1002.0,505,1,838.74,805.6,0,0.0,0.0558
C202506-BA-002547,Banco Shield,202506,1011.0,505,1,25676.54,20876.92,0,0.0,0.0538
C202506-BA-002548,Banco Shield,202506,1005.0,512,1,26433.34,20106.88,0,0.0,0.0518
C202506-BA-002549,Banco Shield,202506,1013.0,502,1,27442.01,18232.98,0,0.0,0.0892
C202506-BA-002550,Banco Shield,202506,1009.0,511,1,0.0,0.0,0,0.0,0.1172
C202506-BA-002551,Banco Shield,202506,1014.0,513,1,36742.11,35947.57,0,0.0,0.0879
C202506-BA-002552,Banco Shield,202506,1010.0,515,1,63543.28,38308.32,0,0.0,0.0965
C202506-BA-002553,Banco Shield,202506,1004.0,503,1,0.0,0.0,0,0.0,0.0736
C202506-BA-002554,Banco Shield,202506,1018.0,503,1,5642.23,3779.12,0,0.0,0.0784
C202506-BA-002555,Banco Shield,202506,1014.0,511,1,27401.76,24192.58,0,0.0,0.0852
C202506-BA-002556,Banco Shield,202506,1003.0,506,1,7096.14,5520.74,5,0.0,0.109
C202506-BA-002557,Banco Shield,202506,1016.0,513,1,9902.98,7097.61,0,0.0,0.065
C202506-BA-002558,Banco Shield,202506,1019.0,501,1,5032.23,4437.16,0,0.0,0.0618
C202506-BA-002559,Banco Shield,202506,1011.0,507,1,32913.9,31903.35,0,0.0,0.1284
C202506-BA-002560,Banco Shield,202506,1005.0,515,1,45292.43,37834.87,0,0.0,0.0627
C202506-BA-002561,Banco Shield,202506,1016.0,502,1,7344.06,5171.23,0,0.0,0.069
C202506-BA-002562,Banco Shield,202506,1012.0,502,1,0.0,0.0,0,0.0,0.0867
C202506-BA-002563,Banco Shield,202506,1012.0,509,1,0.0,0.0,0,0.0,0.1293
C202506-BA-002564,Banco Shield,202506,1006.0,504,1,3438.19,3324.09,0,0.0,0.1394
C202506-BA-002565,Banco Shield,202506,1007.0,508,1,13527.73,8664.56,0,0.0,0.103
C202506-BA-002566,Banco Shield,202506,1012.0,501,1,0.0,0.0,0,0.0,0.1144
C202506-BA-002567,Banco Shield,202506,1004.0,504,1,0.0,0.0,0,0.0,0.1258
C202506-BA-002568,Banco Shield,202506,1001.0,505,1,0.0,0.0,90,0.0,0.1157
C202506-BA-002569,Banco Shield,202506,1017.0,506,1,898.57,594.1,0,0.0,0.0883
C202506-BA-002570,Banco Shield,202506,1009.0,507,1,0.0,0.0,0,0.0,0.1176
C202506-BA-002571,Banco Shield,202506,1019.0,514,1,4178.31,3465.68,0,0.0,0.0838
C202506-BA-002572,Banco Shield,202506,1006.0,502,1,3196.3,2789.97,0,0.0,0.0995
C202506-BA-002573,Banco Shield,202506,1014.0,504,1,42865.98,42271.65,0,0.0,0.0835
C202506-BA-002574,Banco Shield,202506,1008.0,507,1,10620.56,11126.54,0,0.0,0.1256
C202506-BA-002575,Banco Shield,202506,1017.0,504,1,1009.07,693.95,0,0.0,0.1177
C202506-BA-002576,Banco Shield,202506,1016.0,503,1,11072.82,10197.48,0,0.0,0.0587
C202506-BA-002577,Banco Shield,202506,1001.0,512,1,0.0,0.0,0,0.0,0.1279
C202506-BA-002578,Banco Shield,202506,1008.0,504,1,10247.61,9819.95,0,0.0,0.1499
C202506-BA-002579,Banco Shield,202506,1015.0,515,1,2443.88,2015.72,0,0.0,0.083
C202506-BA-002580,Banco Shield,202506,1004.0,512,1,0.0,0.0,0,0.0,0.0967
C202506-BA-002581,Banco Shield,202506,1001.0,503,1,0.0,0.0,0,0.0,0.0494
C202506-BA-002582,Banco Shield,202506,1018.0,507,1,8333.19,6732.7,0,0.0,0.1057
C202506-BA-002583,Banco Shield,202506,1008.0,511,1,1018.08,790.5,0,0.0,0.0773
C202506-BA-002584,Banco Shield,202506,1015.0,511,1,6014.2,4511.15,0,0.0,0.0809
C202506-BA-002585,Banco Shield,202506,1001.0,509,1,0.0,0.0,0,0.0,0.1029
C202506-BA-002586,Banco Shield,202506,1017.0,501,1,1353.2,951.08,0,0.0,0.0887
C202506-BA-002761,Banco Shield,202506,1001.0,503,1,0.0,0.0,0,0.0,0.102
C202506-BA-002588,Banco Shield,202506,1010.0,508,1,39576.72,33624.59,0,0.0,0.1358
C202506-BA-002589,Banco Shield,202506,1013.0,502,1,17275.11,17965.35,0,0.0,0.0804
C202506-BA-002590,Banco Shield,202506,1010.0,502,1,70572.99,71101.88,0,0.0,0.167
C202506-BA-002591,Banco Shield,202506,1016.0,502,1,3635.94,2687.46,0,0.0,0.0429
C202506-BA-002592,Banco Shield,202506,1010.0,508,1,49043.56,40047.29,0,0.0,0.1091
C202506-BA-002593,Banco Shield,202506,1005.0,508,1,48250.57,48561.53,10,0.0,0.0862
C202506-BA-002594,Banco Shield,202506,1019.0,503,1,2942.46,2653.94,0,0.0,0.0747
C202506-BA-002595,Banco Shield,202506,1019.0,507,1,3611.39,3431.64,0,0.0,0.1095
C202506-BA-002596,Banco Shield,202506,1018.0,507,1,8192.77,8298.8,0,0.0,0.1452
C202506-BA-002597,Banco Shield,202506,1006.0,507,1,3368.02,3521.76,0,0.0,0.164
C202506-BA-002598,Banco Shield,202506,1017.0,507,1,701.57,617.95,0,0.0,0.1354
C202506-BA-002599,Banco Shield,202506,1004.0,515,1,0.0,0.0,0,0.0,0.0668
C202506-BA-002600,Banco Shield,202506,1007.0,508,1,7609.41,5609.56,30,2460.35,0.0902
C202506-BA-002601,Banco Shield,202506,1020.0,504,1,39556.26,30519.07,0,0.0,0.1386
C202506-BA-002602,Banco Shield,202506,1018.0,510,1,6320.52,4730.0,0,0.0,0.079
C202506-BA-002603,Banco Shield,202506,1019.0,510,1,4787.9,3816.47,0,0.0,0.0667
C202506-BA-002604,Banco Shield,202506,1004.0,515,1,0.0,0.0,0,0.0,0.0408
C202506-BA-002605,Banco Shield,202506,1017.0,502,1,601.74,474.91,0,0.0,0.0714
C202506-BA-002606,Banco Shield,202506,1020.0,512,1,46509.61,47014.96,0,0.0,0.1204
C202506-BA-002607,Banco Shield,202506,1015.0,512,1,5529.7,4515.83,0,0.0,0.0709
C202506-BA-002608,Banco Shield,202506,1007.0,501,1,9911.31,7549.19,0,0.0,0.113
C202506-BA-002609,Banco Shield,202506,1016.0,506,1,14954.67,13064.82,60,7189.72,0.1326
C202506-BA-002610,Banco Shield,202506,1006.0,512,1,3572.51,3122.66,0,0.0,0.0446
C202506-BA-002611,Banco Shield,202506,1019.0,515,1,4387.14,4237.7,0,0.0,0.1407
C202506-BA-002612,Banco Shield,202506,1012.0,507,1,0.0,0.0,0,0.0,0.1076
C202506-BA-002614,Banco Shield,202506,1017.0,514,1,584.27,456.06,0,0.0,0.0596
C202506-BA-002615,Banco Shield,202506,1004.0,506,1,0.0,0.0,0,0.0,0.1005
C202506-BA-002616,Banco Shield,202506,1006.0,514,1,4646.17,3951.82,0,0.0,0.0596
C202506-BA-002617,Banco Shield,202506,1004.0,506,1,0.0,0.0,0,0.0,0.0862
C202506-BA-002618,Banco Shield,202506,1010.0,507,1,47196.38,28802.23,0,0.0,0.1558
C202506-BA-002619,Banco Shield,202506,1008.0,514,1,7821.81,7286.33,0,0.0,0.0808
C202506-BA-002620,Banco Shield,202506,1010.0,510,1,46787.96,40208.74,0,0.0,0.0996
C202506-BA-002621,Banco Shield,202506,1016.0,510,1,6033.91,5314.72,0,0.0,0.0578
C202506-BA-002622,Banco Shield,202506,1011.0,508,1,31046.38,26282.67,0,0.0,0.1153
C202506-BA-002623,Banco Shield,202506,1008.0,511,1,17139.17,10340.73,0,0.0,0.1667
C202506-BA-002624,Banco Shield,202506,1005.0,505,1,18932.9,14612.43,0,0.0,0.1372
C202506-BA-002625,Banco Shield,202506,1013.0,502,1,36385.01,34924.94,0,0.0,0.1577
C202506-BA-002626,Banco Shield,202506,1001.0,501,1,0.0,0.0,0,0.0,0.0936
C202506-BA-002627,Banco Shield,202506,1009.0,510,1,0.0,0.0,0,0.0,0.1151
C202506-BA-002628,Banco Shield,202506,1018.0,513,1,7185.95,6539.55,0,0.0,0.1089
C202506-BA-002629,Banco Shield,202506,1004.0,501,1,0.0,0.0,0,0.0,0.0732
C202506-BA-002630,Banco Shield,202506,1011.0,510,1,47682.01,33619.25,0,0.0,0.0539
C202506-BA-002631,Banco Shield,202506,1016.0,512,1,15296.2,9649.25,0,0.0,0.0897
C202506-BA-002632,Banco Shield,202506,1014.0,511,1,29763.88,27172.45,0,0.0,0.0862
C202506-BA-002633,Banco Shield,202506,1009.0,512,1,0.0,0.0,0,0.0,0.033
C202506-BA-002634,Banco Shield,202506,1013.0,512,1,48997.45,50763.85,0,0.0,0.1161
C202506-BA-002635,Banco Shield,202506,1011.0,503,1,46923.38,30791.44,0,0.0,0.055
C202506-BA-002636,Banco Shield,202506,1008.0,514,1,9126.44,6209.44,0,0.0,0.0742
C202506-BA-002637,Banco Shield,202506,1006.0,511,1,4635.61,4117.86,0,0.0,0.0638
C202506-BA-002638,Banco Shield,202506,1019.0,506,1,7222.77,6699.25,0,0.0,0.1148
C202506-BA-002639,Banco Shield,202506,1014.0,501,1,27524.45,21517.17,0,0.0,0.0882
C202506-BA-002640,Banco Shield,202506,1020.0,509,1,52517.87,39537.57,0,0.0,0.113
C202506-BA-002641,Banco Shield,202506,1020.0,504,1,25158.23,25763.83,0,0.0,0.1239
C202506-BA-002642,Banco Shield,202506,1009.0,504,1,0.0,0.0,0,0.0,0.0545
C202506-BA-002643,Banco Shield,202506,1009.0,515,1,0.0,0.0,0,0.0,0.0796
C202506-BA-002644,Banco Shield,202506,1009.0,507,1,0.0,0.0,0,0.0,0.081
C202506-BA-002645,Banco Shield,202506,1005.0,515,1,29519.8,27032.87,0,0.0,0.1067
C202506-BA-002646,Banco Shield,202506,1016.0,505,1,13044.7,13140.11,0,0.0,0.0885
C202506-BA-002647,Banco Shield,202506,1002.0,501,1,972.14,941.13,0,0.0,0.0354
C202506-BA-002648,Banco Shield,202506,1010.0,509,1,54388.6,55015.65,0,0.0,0.116
C202506-BA-002649,Banco Shield,202506,1012.0,509,1,0.0,0.0,0,0.0,0.1085
C202506-BA-002650,Banco Shield,202506,1012.0,509,1,0.0,0.0,0,0.0,0.0888
C202506-BA-002651,Banco Shield,202506,1009.0,508,1,0.0,0.0,0,0.0,0.0776
C202506-BA-002652,Banco Shield,202506,1019.0,514,1,7661.05,7392.94,0,0.0,0.1217
C202506-BA-002653,Banco Shield,202506,1014.0,513,1,14726.04,10268.22,0,0.0,0.0788
C202506-BA-002654,Banco Shield,202506,1008.0,509,1,11543.94,9009.83,0,0.0,0.1379
C202506-BA-002655,Banco Shield,202506,1001.0,504,1,0.0,0.0,0,0.0,0.0971
C202506-BA-002656,Banco Shield,202506,1007.0,509,1,7760.64,6689.23,0,0.0,0.1754
C202506-BA-002657,Banco Shield,202506,1004.0,513,1,0.0,0.0,0,0.0,0.0921
C202506-BA-002658,Banco Shield,202506,1011.0,512,1,17206.56,17150.24,0,0.0,0.0479
C202506-BA-002659,Banco Shield,202506,1001.0,511,1,0.0,0.0,0,0.0,0.0742
C202506-BA-002660,Banco Shield,202506,1003.0,506,1,12496.52,8041.81,0,0.0,0.1351
C202506-BA-002661,Banco Shield,202506,1008.0,506,1,11072.41,8346.9,0,0.0,0.0804
C202506-BA-002662,Banco Shield,202506,1019.0,510,1,5638.45,5796.21,0,0.0,0.0884
C202506-BA-002663,Banco Shield,202506,1010.0,512,1,4560.53,2811.73,0,0.0,0.0476
C202506-BA-002664,Banco Shield,202506,1007.0,502,1,13752.67,12237.37,5,0.0,0.076
C202506-BA-002665,Banco Shield,202506,1014.0,513,1,45927.13,34912.57,0,0.0,0.0842
C202506-BA-002666,Banco Shield,202506,1015.0,504,1,3306.54,2550.44,0,0.0,0.075
C202506-BA-002667,Banco Shield,202506,1002.0,506,1,369.81,289.17,0,0.0,0.1825
C202506-BA-002668,Banco Shield,202506,1016.0,505,1,19503.62,13186.05,0,0.0,0.0848
C202506-BA-002669,Banco Shield,202506,1014.0,505,1,25450.58,25249.0,0,0.0,0.1109
C202506-BA-002670,Banco Shield,202506,1005.0,507,1,41539.3,42380.66,0,0.0,0.1449
C202506-BA-002671,Banco Shield,202506,1005.0,502,1,23224.58,19103.5,0,0.0,0.0821
C202506-BA-002672,Banco Shield,202506,1004.0,501,1,0.0,0.0,0,0.0,0.0688
C202506-BA-002673,Banco Shield,202506,1008.0,506,1,13645.8,12334.85,0,0.0,0.1252
C202506-BA-002674,Banco Shield,202506,1010.0,512,1,82516.22,71376.13,0,0.0,0.097
C202506-BA-002675,Banco Shield,202506,1019.0,501,1,5175.29,5084.96,0,0.0,0.0761
C202506-BA-002676,Banco Shield,202506,1002.0,509,1,484.15,487.48,0,0.0,0.1195
C202506-BA-002677,Banco Shield,202506,1012.0,509,1,0.0,0.0,0,0.0,0.0544
C202506-BA-002678,Banco Shield,202506,1013.0,502,1,32502.43,29573.01,0,0.0,0.1072
C202506-BA-002679,Banco Shield,202506,1018.0,512,1,1315.23,1310.34,0,0.0,0.0249
C202506-BA-002680,Banco Shield,202506,1017.0,503,1,808.99,702.31,0,0.0,0.1103
C202506-BA-002681,Banco Shield,202506,1002.0,503,1,936.96,694.81,0,0.0,0.0682
C202506-BA-002682,Banco Shield,202506,1016.0,514,1,12035.86,8284.75,0,0.0,0.1302
C202506-BA-002683,Banco Shield,202506,1019.0,514,1,5149.2,5282.72,0,0.0,0.0778
C202506-BA-002684,Banco Shield,202506,1016.0,507,1,14625.96,15309.46,0,0.0,0.136
C202506-BA-002685,Banco Shield,202506,1013.0,512,1,10169.63,6575.33,0,0.0,0.0798
C202506-BA-002686,Banco Shield,202506,1014.0,512,1,22378.99,22941.13,0,0.0,0.0219
C202506-BA-002687,Banco Shield,202506,1005.0,514,1,52108.32,39694.43,0,0.0,0.1116
C202506-BA-002688,Banco Shield,202506,1017.0,503,1,858.78,772.59,0,0.0,0.0587
C202506-BA-002689,Banco Shield,202506,1014.0,508,1,40309.99,38944.72,0,0.0,0.1684
C202506-BA-002690,Banco Shield,202506,1020.0,512,1,38080.76,29652.75,0,0.0,0.0527
C202506-BA-002691,Banco Shield,202506,1012.0,507,1,0.0,0.0,0,0.0,0.101
C202506-BA-002692,Banco Shield,202506,1010.0,507,1,81443.72,58076.99,0,0.0,0.123
C202506-BA-002693,Banco Shield,202506,1010.0,514,1,27946.49,22023.65,0,0.0,0.1
C202506-BA-002694,Banco Shield,202506,1009.0,513,1,0.0,0.0,0,0.0,0.0453
C202506-BA-002695,Banco Shield,202506,1020.0,508,1,18614.76,15536.05,0,0.0,0.1131
C202506-BA-002696,Banco Shield,202506,1013.0,505,1,38698.37,36671.58,0,0.0,0.0844
C202506-BA-002697,Banco Shield,202506,1004.0,504,1,0.0,0.0,0,0.0,0.1061
C202506-BA-002698,Banco Shield,202506,1018.0,508,1,6370.22,4695.33,0,0.0,0.1235
C202506-BA-002699,Banco Shield,202506,1008.0,509,1,10786.92,9777.78,0,0.0,0.083
C202506-BA-002700,Banco Shield,202506,1004.0,505,1,0.0,0.0,0,0.0,0.1165
C202506-BA-002701,Banco Shield,202506,1017.0,515,1,1046.83,797.29,60,387.35,0.0909
C202506-BA-002702,Banco Shield,202506,1005.0,508,1,35410.89,30421.35,0,0.0,0.0814
C202506-BA-002703,Banco Shield,202506,1008.0,512,1,13725.55,14259.37,0,0.0,0.0704
C202506-BA-002704,Banco Shield,202506,1004.0,504,1,0.0,0.0,0,0.0,0.1012
C202506-BA-002705,Banco Shield,202506,1008.0,505,1,11763.89,10525.62,0,0.0,0.0983
C202506-BA-002706,Banco Shield,202506,1009.0,513,1,0.0,0.0,0,0.0,0.0756
C202506-BA-002707,Banco Shield,202506,1003.0,513,1,20551.38,16673.57,0,0.0,0.0707
C202506-BA-002708,Banco Shield,202506,1003.0,501,1,11856.35,9347.21,0,0.0,0.0701
C202506-BA-002762,Banco Shield,202506,1019.0,510,1,4900.27,4565.16,0,0.0,0.0885
C202506-BA-002710,Banco Shield,202506,1014.0,509,1,27983.49,26845.01,0,0.0,0.0792
C202506-BA-002711,Banco Shield,202506,1017.0,515,1,698.28,505.06,0,0.0,0.0764
C202506-BA-002712,Banco Shield,202506,1011.0,505,1,19724.41,18990.0,0,0.0,0.0652
C202506-BA-002713,Banco Shield,202506,1011.0,506,1,35466.64,29223.37,0,0.0,0.0661
C202506-BA-002714,Banco Shield,202506,1007.0,505,1,17469.65,12264.2,0,0.0,0.0851
C202506-BA-002715,Banco Shield,202506,1001.0,510,1,0.0,0.0,0,0.0,0.0883
C202506-BA-002716,Banco Shield,202506,1004.0,502,1,0.0,0.0,0,0.0,0.0758
C202506-BA-002717,Banco Shield,202506,1016.0,514,1,12359.0,12086.57,0,0.0,0.0762
C202506-BA-002718,Banco Shield,202506,1019.0,502,1,5433.66,5147.9,0,0.0,0.1121
C202506-BA-002719,Banco Shield,202506,1009.0,511,1,0.0,0.0,0,0.0,0.0826
C202506-BA-002720,Banco Shield,202506,1019.0,511,1,5107.35,3272.45,0,0.0,0.067
C202506-BA-002721,Banco Shield,202506,1001.0,507,1,0.0,0.0,0,0.0,0.1187
C202506-BA-002722,Banco Shield,202506,1004.0,515,1,0.0,0.0,0,0.0,0.085
C202506-BA-002723,Banco Shield,202506,1014.0,515,1,42654.28,34245.79,5,0.0,0.0927
C202506-BA-002724,Banco Shield,202506,1014.0,505,1,19271.42,19217.51,0,0.0,0.1315
C202506-BA-002725,Banco Shield,202506,1002.0,502,1,1406.01,1348.72,0,0.0,0.0229
C202506-BA-002726,Banco Shield,202506,1009.0,508,1,0.0,0.0,0,0.0,0.0864
C202506-BA-002727,Banco Shield,202506,1016.0,510,1,10606.81,7111.19,0,0.0,0.0941
C202506-BA-002728,Banco Shield,202506,1009.0,503,1,0.0,0.0,0,0.0,0.0533
C202506-BA-002729,Banco Shield,202506,1003.0,505,1,7145.58,6539.24,0,0.0,0.1016
C202506-BA-002730,Banco Shield,202506,1002.0,514,1,555.8,560.19,0,0.0,0.085
C202506-BA-002731,Banco Shield,202506,1011.0,511,1,42992.79,26044.0,0,0.0,0.0986
C202506-BA-002732,Banco Shield,202506,1015.0,503,1,3080.88,2306.4,0,0.0,0.0393
C202506-BA-002733,Banco Shield,202506,1003.0,507,1,7028.31,4693.23,0,0.0,0.0763
C202506-BA-002734,Banco Shield,202506,1004.0,513,1,0.0,0.0,5,0.0,0.0695
C202506-BA-002735,Banco Shield,202506,1002.0,510,1,1191.75,900.02,0,0.0,0.0892
C202506-BA-002736,Banco Shield,202506,1004.0,503,1,0.0,0.0,0,0.0,0.0325
C202506-BA-002737,Banco Shield,202506,1009.0,507,1,0.0,0.0,0,0.0,0.126
C202506-BA-002738,Banco Shield,202506,1001.0,515,1,0.0,0.0,0,0.0,0.063
C202506-BA-002739,Banco Shield,202506,1001.0,504,1,0.0,0.0,0,0.0,0.1164
C202506-BA-002740,Banco Shield,202506,1004.0,512,1,0.0,0.0,0,0.0,0.0437
C202506-BA-002741,Banco Shield,202506,1007.0,515,1,13358.58,14016.62,0,0.0,0.1451
C202506-BA-002742,Banco Shield,202506,1010.0,512,1,38310.55,38764.89,0,0.0,0.0703
C202506-BA-002743,Banco Shield,202506,1009.0,501,1,0.0,0.0,0,0.0,0.1254
C202506-BA-002744,Banco Shield,202506,1003.0,505,1,7866.33,5024.27,0,0.0,0.1306
C202506-BA-002745,Banco Shield,202506,1005.0,510,1,45636.77,33685.85,0,0.0,0.0754
C202506-BA-002746,Banco Shield,202506,1007.0,514,1,12542.03,12562.16,5,0.0,0.0891
C202506-BA-002747,Banco Shield,202506,1013.0,514,1,21778.7,20189.66,0,0.0,0.0561
C202506-BA-002748,Banco Shield,202506,1009.0,515,1,0.0,0.0,0,0.0,0.0838
C202506-BA-002749,Banco Shield,202506,1006.0,504,1,3295.56,3282.47,0,0.0,0.091
C202506-BA-002750,Banco Shield,202506,1002.0,514,1,1014.08,1025.57,0,0.0,0.0872
C202506-BA-002751,Banco Shield,202506,1016.0,507,1,12794.21,12885.09,0,0.0,0.0889
C202506-BA-002752,Banco Shield,202506,1018.0,515,1,4040.85,2651.52,0,0.0,0.0397
C202506-BA-002753,Banco Shield,202506,1020.0,505,1,19926.94,14596.69,0,0.0,0.0828
C202506-BA-002754,Banco Shield,202506,1005.0,502,1,49622.32,34527.99,0,0.0,0.0918
C202506-BA-002755,Banco Shield,202506,1012.0,502,1,0.0,0.0,0,0.0,0.0625
C202506-BA-002756,Banco Shield,202506,1005.0,511,1,19448.33,17490.65,0,0.0,0.0869
C202506-BA-002757,Banco Shield,202506,1005.0,504,1,40371.08,37936.93,0,0.0,0.0627
C202506-BA-002758,Banco Shield,202506,1018.0,512,1,3426.63,2694.85,0,0.0,0.0953
C202506-BA-002759,Banco Shield,202506,1017.0,501,1,795.96,608.91,0,0.0,0.0607
C202506-BA-002760,Banco Shield,202506,1013.0,515,1,27746.11,18010.02,0,0.0,0.046
C202506-HI-002761,Hidra,202506,1012.0,508,1,0.0,0.0,0,0.0,0.1129
C202506-HI-002762,Hidra,202506,1019.0,501,1,4218.14,4274.85,0,0.0,0.1787
C202506-HI-002763,Hidra,202506,1005.0,505,1,35881.97,25149.1,0,0.0,0.0916
C202506-HI-002764,Hidra,202506,1009.0,508,1,0.0,0.0,0,0.0,0.1553
C202506-HI-002765,Hidra,202506,1017.0,509,1,1056.96,692.63,0,0.0,0.1099
C202506-HI-002766,Hidra,202506,1007.0,513,1,10534.82,6865.39,0,0.0,0.1558
C202506-HI-002767,Hidra,202506,1003.0,506,1,18067.1,17859.11,0,0.0,0.2161
C202506-HI-002768,Hidra,202506,1013.0,502,1,27222.94,27726.8,0,0.0,0.2086
C202506-HI-002769,Hidra,202506,1016.0,514,1,13081.84,11666.61,0,0.0,0.0916
C202506-HI-002770,Hidra,202506,1008.0,506,1,13663.53,11604.54,0,0.0,0.1324
C202506-HI-002771,Hidra,202506,1016.0,504,1,13690.58,13374.6,0,0.0,0.1851
C202506-HI-002772,Hidra,202506,1002.0,502,1,350.76,322.6,0,0.0,0.1078
C202506-HI-002773,Hidra,202506,1017.0,513,1,810.02,594.32,0,0.0,0.109
C202506-HI-002774,Hidra,202506,1001.0,514,1,0.0,0.0,0,0.0,0.1651
C202506-HI-002775,Hidra,202506,1003.0,513,1,9881.67,6632.97,0,0.0,0.1395
C202506-HI-002776,Hidra,202506,1004.0,514,1,0.0,0.0,10,0.0,0.1465
C202506-HI-002777,Hidra,202506,1019.0,514,1,5054.89,4504.5,0,0.0,0.1345
C202506-HI-002778,Hidra,202506,1017.0,504,1,723.39,678.69,5,0.0,0.1757
C202506-HI-002779,Hidra,202506,1004.0,511,1,0.0,0.0,0,0.0,0.1054
C202506-HI-002780,Hidra,202506,1016.0,509,1,19694.69,14187.4,0,0.0,0.1722
C202506-HI-002781,Hidra,202506,1001.0,504,1,0.0,0.0,0,0.0,0.158
C202506-HI-002782,Hidra,202506,1001.0,509,1,0.0,0.0,0,0.0,0.1713
C202506-HI-002783,Hidra,202506,1009.0,506,1,0.0,0.0,0,0.0,0.1949
C202506-HI-002784,Hidra,202506,1018.0,501,1,3560.35,3355.95,0,0.0,0.1342
C202506-HI-002785,Hidra,202506,1012.0,508,1,0.0,0.0,0,0.0,0.1122
C202506-HI-002786,Hidra,202506,1015.0,508,1,4897.76,3669.34,0,0.0,0.0901
C202506-HI-002787,Hidra,202506,1013.0,508,1,28617.39,26282.18,0,0.0,0.1831
C202506-HI-002788,Hidra,202506,1014.0,503,1,34805.77,26074.12,0,0.0,0.1285
C202506-HI-002789,Hidra,202506,1012.0,506,1,0.0,0.0,0,0.0,0.1544
C202506-HI-002790,Hidra,202506,1005.0,515,1,28887.15,24605.46,0,0.0,0.0744
C202506-HI-002791,Hidra,202506,1019.0,505,1,4107.28,3905.96,10,0.0,0.121
C202506-HI-002792,Hidra,202506,1017.0,505,1,921.79,800.35,0,0.0,0.1547
C202506-HI-002793,Hidra,202506,1008.0,502,1,11372.88,9121.27,0,0.0,0.0674
